gene,term
TAT,Phenylalanine metabolism
PPA1,Phosphate Metabolism
PPA2,Phosphate Metabolism
HCST,Phosphoinositide Signalling
INPP1,Phosphoinositide Signalling
INPP4A,Phosphoinositide Signalling
INPP4B,Phosphoinositide Signalling
INPP5A,Phosphoinositide Signalling
INPP5B,Phosphoinositide Signalling
INPP5D,Phosphoinositide Signalling
INPP5E,Phosphoinositide Signalling
INPPL1,Phosphoinositide Signalling
ITPKA,Phosphoinositide Signalling
ITPKB,Phosphoinositide Signalling
ITPKC,Phosphoinositide Signalling
MTMR3,Phosphoinositide Signalling
OCRL,Phosphoinositide Signalling
PIK3C2A,Phosphoinositide Signalling
PIK3C2B,Phosphoinositide Signalling
PIK3C2G,Phosphoinositide Signalling
PIK3C3,Phosphoinositide Signalling
PIK3CA,Phosphoinositide Signalling
PIK3CB,Phosphoinositide Signalling
PIK3CD,Phosphoinositide Signalling
PIK3CG,Phosphoinositide Signalling
PIK3R1,Phosphoinositide Signalling
PIK3R2,Phosphoinositide Signalling
PIK3R3,Phosphoinositide Signalling
PIK3R5,Phosphoinositide Signalling
PIP5K1A,Phosphoinositide Signalling
PIP5K1B,Phosphoinositide Signalling
PIP5K1C,Phosphoinositide Signalling
PLCB1,Phosphoinositide Signalling
PLCB2,Phosphoinositide Signalling
PLCB3,Phosphoinositide Signalling
PLCB4,Phosphoinositide Signalling
PLCD1,Phosphoinositide Signalling
PLCD3,Phosphoinositide Signalling
PLCD4,Phosphoinositide Signalling
PLCE1,Phosphoinositide Signalling
PLCG1,Phosphoinositide Signalling
PLCG2,Phosphoinositide Signalling
PLCH1,Phosphoinositide Signalling
PLCH2,Phosphoinositide Signalling
PLCL1,Phosphoinositide Signalling
PLCXD2,Phosphoinositide Signalling
PLCZ1,Phosphoinositide Signalling
PTEN,Phosphoinositide Signalling
SYNJ1,Phosphoinositide Signalling
SYNJ2,Phosphoinositide Signalling
ADC,Polyamines Metabolism
AGMAT,Polyamines Metabolism
AMD1,Polyamines Metabolism
MAOA,Polyamines Metabolism
MAOB,Polyamines Metabolism
ODC1,Polyamines Metabolism
SAT2,Polyamines Metabolism
SMS,Polyamines Metabolism
SMOX,Polyamines Metabolism
SRM,Polyamines Metabolism
SSAT2,Polyamines Metabolism
ALAD,Porphyrin and Heme Metabolism
ALAS1,Porphyrin and Heme Metabolism
ALAS2,Porphyrin and Heme Metabolism
BLVRA,Porphyrin and Heme Metabolism
BLVRB,Porphyrin and Heme Metabolism
CPOX,Porphyrin and Heme Metabolism
CYBRD1,Porphyrin and Heme Metabolism
FECH,Porphyrin and Heme Metabolism
FTH1,Porphyrin and Heme Metabolism
FTMT,Porphyrin and Heme Metabolism
HCCS,Porphyrin and Heme Metabolism
HMBS,Porphyrin and Heme Metabolism
HMOX1,Porphyrin and Heme Metabolism
HMOX2,Porphyrin and Heme Metabolism
PPOX,Porphyrin and Heme Metabolism
SLC46A1,Porphyrin and Heme Metabolism
SLCO1B1,Porphyrin and Heme Metabolism
SLCO1B3,Porphyrin and Heme Metabolism
UROD,Porphyrin and Heme Metabolism
UROS,Porphyrin and Heme Metabolism
HIBCH,Propanoate Metabolism
SLC16A1,Propanoate Metabolism
SLC16A3,Propanoate Metabolism
SLC16A7,Propanoate Metabolism
SLC16A8,Propanoate Metabolism
SLC5A12,Propanoate Metabolism
SLC5A8,Propanoate Metabolism
P4HA1,Protein Modification
P4HA2,Protein Modification
P4HB,Protein Modification
GGPS1,Protein Modification
HMGCR,Protein Modification
SLC25A1,Protein Modification
SLC33A1,Protein Modification
MTMR3,Protein Modification
PLOD1,Protein Modification
PLOD2,Protein Modification
PLOD3,Protein Modification
GCH1,Pterin Biosynthesis
PCBD1,Pterin Biosynthesis
PTS,Pterin Biosynthesis
QDPR,Pterin Biosynthesis
SPR,Pterin Biosynthesis
ADSL,Purine Biosynthesis
ATIC,Purine Biosynthesis
GART,Purine Biosynthesis
PAICS,Purine Biosynthesis
PFAS,Purine Biosynthesis
PPAT,Purine Biosynthesis
GMPS,Purine Biosynthesis
IMPDH1,Purine Biosynthesis
IMPDH2,Purine Biosynthesis
PRPS1,Purine Biosynthesis
PRPS1L1,Purine Biosynthesis
PRPS2,Purine Biosynthesis
ADK,Purine Metabolism
ADSS,Purine Metabolism
ADSSL1,Purine Metabolism
AK1,Purine Metabolism
AK2,Purine Metabolism
AK3,Purine Metabolism
AK3L1,Purine Metabolism
AK5,Purine Metabolism
AK7,Purine Metabolism
AMPD1,Purine Metabolism
AMPD2,Purine Metabolism
AMPD3,Purine Metabolism
GMPR,Purine Metabolism
GMPR2,Purine Metabolism
GUK1,Purine Metabolism
ITPA,Purine Metabolism
NT5C1B,Purine Metabolism
NT5C2,Purine Metabolism
NT5E,Purine Metabolism
SLC2A9,Purine Metabolism
ADA,Purine Metabolism
APRT,Purine Metabolism
GDA,Purine Metabolism
HPRT1,Purine Metabolism
SLC28A2,Purine Metabolism
SLC28A3,Purine Metabolism
SLC29A2,Purine Metabolism
XDH,Purine Metabolism
CPS1,Pyrimidine Biosynthesis
PRPS1,Pyrimidine Biosynthesis
PRPS1L1,Pyrimidine Biosynthesis
PRPS2,Pyrimidine Biosynthesis
CAD,Pyrimidine Biosynthesis
DHODH,Pyrimidine Biosynthesis
UMPS,Pyrimidine Biosynthesis
ALDH6A1,Pyrimidine Metabolism
DUT,Pyrimidine Metabolism
NT5C,Pyrimidine Metabolism
TK1,Pyrimidine Metabolism
TK2,Pyrimidine Metabolism
UCK1,Pyrimidine Metabolism
UCK2,Pyrimidine Metabolism
UPP2,Pyrimidine Metabolism
AICDA,Pyrimidine Metabolism
CDA,Pyrimidine Metabolism
CTPS,Pyrimidine Metabolism
CTPS2,Pyrimidine Metabolism
DCTD,Pyrimidine Metabolism
DPYD,Pyrimidine Metabolism
DPYS,Pyrimidine Metabolism
DPYSL2,Pyrimidine Metabolism
DPYSL3,Pyrimidine Metabolism
SLC28A1,Pyrimidine Metabolism
SLC28A3,Pyrimidine Metabolism
SLC29A1,Pyrimidine Metabolism
UPB1,Pyrimidine Metabolism
UPP1,Pyrimidine Metabolism
SDS,Pyruvate Metabolism
GPT,Pyruvate Metabolism
GPT2,Pyruvate Metabolism
HAO1,Pyruvate Metabolism
HAO2,Pyruvate Metabolism
GRHPR,Pyruvate Metabolism
AGXT,Pyruvate Metabolism
AGXT2,Pyruvate Metabolism
AGXT2L1,Pyruvate Metabolism
ADH1A,Retinol Metabolism
ADH1B,Retinol Metabolism
ADH1C,Retinol Metabolism
ADH7,Retinol Metabolism
AOX1,Retinol Metabolism
ZADH2,Retinol Metabolism
ALDH1A2,Retinol Metabolism
ALDH1A3,Retinol Metabolism
BCMO1,Retinol Metabolism
LRAT,Retinol Metabolism
PNPLA4,Retinol Metabolism
RDH10,Retinol Metabolism
RDH11,Retinol Metabolism
RDH12,Retinol Metabolism
RDH13,Retinol Metabolism
RDH14,Retinol Metabolism
RDH16,Retinol Metabolism
RDH5,Retinol Metabolism
RDH8,Retinol Metabolism
SDR16C5,Retinol Metabolism
UGT1A10,Retinol Metabolism
UGT1A8,Retinol Metabolism
ACP1,Riboflavin Metabolism
ACP2,Riboflavin Metabolism
ENPP1,Riboflavin Metabolism
FLAD1,Riboflavin Metabolism
RFK,Riboflavin Metabolism
TYR,Riboflavin Metabolism
ADH1A,ROS Detoxification
ADH1B,ROS Detoxification
ADH1C,ROS Detoxification
ADH7,ROS Detoxification
AKR1B1,ROS Detoxification
AKR1A1,ROS Detoxification
AKR1C4,ROS Detoxification
ALDH1A1,ROS Detoxification
ALDH2,ROS Detoxification
ALDH3A1,ROS Detoxification
ALDH3B1,ROS Detoxification
ALDH3B2,ROS Detoxification
AOX1,ROS Detoxification
ZADH2,ROS Detoxification
TXNRD1,ROS Detoxification
TXNRD2,ROS Detoxification
CAT,ROS Detoxification
EPX,ROS Detoxification
LPO,ROS Detoxification
MPO,ROS Detoxification
PRDX1,ROS Detoxification
PRDX2,ROS Detoxification
PRDX3,ROS Detoxification
PRDX5,ROS Detoxification
PRDX6,ROS Detoxification
PXDN,ROS Detoxification
PXDNL,ROS Detoxification
SOD1,ROS Detoxification
SOD2,ROS Detoxification
SOD3,ROS Detoxification
SLC2A10,ROS Detoxification
TPO,ROS Detoxification
AHCY,Selenoamino acid metabolism
AHCYL1,Selenoamino acid metabolism
AHCYL2,Selenoamino acid metabolism
CBS,Selenoamino acid metabolism
CTH,Selenoamino acid metabolism
MAT1A,Selenoamino acid metabolism
MAT2A,Selenoamino acid metabolism
MAT2B,Selenoamino acid metabolism
PAPSS1,Selenoamino acid metabolism
PAPSS2,Selenoamino acid metabolism
SCLY,Selenoamino acid metabolism
SEPHS1,Selenoamino acid metabolism
SEPHS2,Selenoamino acid metabolism
A4GALT,Sphingolipid Metabolism
ARSA,Sphingolipid Metabolism
ASAH1,Sphingolipid Metabolism
B3GALNT1,Sphingolipid Metabolism
B3GALT4,Sphingolipid Metabolism
B3GALT5,Sphingolipid Metabolism
B3GNT3,Sphingolipid Metabolism
B4GALNT1,Sphingolipid Metabolism
CERK,Sphingolipid Metabolism
COL4A3BP,Sphingolipid Metabolism
FUT1,Sphingolipid Metabolism
GAL3ST1,Sphingolipid Metabolism
GALC,Sphingolipid Metabolism
GALNS,Sphingolipid Metabolism
GBA,Sphingolipid Metabolism
GBGT1,Sphingolipid Metabolism
GLA,Sphingolipid Metabolism
GLB1,Sphingolipid Metabolism
NAGA,Sphingolipid Metabolism
NEU1,Sphingolipid Metabolism
SGPL1,Sphingolipid Metabolism
SGPP1,Sphingolipid Metabolism
SLC33A1,Sphingolipid Metabolism
SMPD3,Sphingolipid Metabolism
SPHK2,Sphingolipid Metabolism
SPTLC1,Sphingolipid Metabolism
SPTLC2,Sphingolipid Metabolism
ST3GAL2,Sphingolipid Metabolism
ST3GAL5,Sphingolipid Metabolism
ST6GALNAC2,Sphingolipid Metabolism
ST6GALNAC3,Sphingolipid Metabolism
ST6GALNAC5,Sphingolipid Metabolism
ST6GALNAC6,Sphingolipid Metabolism
ST8SIA1,Sphingolipid Metabolism
ST8SIA5,Sphingolipid Metabolism
UGCG,Sphingolipid Metabolism
FDPS,Steroid Metabolism
GGPS1,Steroid Metabolism
HMGCS1,Steroid Metabolism
HMGCS2,Steroid Metabolism
LSS,Steroid Metabolism
MVD,Steroid Metabolism
MVK,Steroid Metabolism
NSDHL,Steroid Metabolism
PMVK,Steroid Metabolism
SC4MOL,Steroid Metabolism
SC5DL,Steroid Metabolism
SOAT1,Steroid Metabolism
SQLE,Steroid Metabolism
TM7SF2,Steroid Metabolism
HSD17B12,Steroid Metabolism
ABCC1,Steroid Metabolism
ABCC4,Steroid Metabolism
AKR1C1,Steroid Metabolism
AKR1C4,Steroid Metabolism
AKR1D1,Steroid Metabolism
DHCR24,Steroid Metabolism
CYP11A1,Steroid Metabolism
CYP11B1,Steroid Metabolism
CYP11B2,Steroid Metabolism
CYP17A1,Steroid Metabolism
CYP19A1,Steroid Metabolism
CYP1B1,Steroid Metabolism
CYP21A2,Steroid Metabolism
CYP3A43,Steroid Metabolism
CYP3A7,Steroid Metabolism
EBP,Steroid Metabolism
FDFT1,Steroid Metabolism
HSD11B1,Steroid Metabolism
HSD11B2,Steroid Metabolism
HSD17B1,Steroid Metabolism
HSD17B2,Steroid Metabolism
HSD17B3,Steroid Metabolism
HSD17B7,Steroid Metabolism
HSD17B8,Steroid Metabolism
HSD3B1,Steroid Metabolism
HSD3B2,Steroid Metabolism
SCP2,Steroid Metabolism
SLC25A1,Steroid Metabolism
SLCO1A2,Steroid Metabolism
SLCO1B1,Steroid Metabolism
SLCO1B3,Steroid Metabolism
SLCO1C1,Steroid Metabolism
SLCO3A1,Steroid Metabolism
SLCO4A1,Steroid Metabolism
SRD5A1,Steroid Metabolism
SRD5A2,Steroid Metabolism
STARD3,Steroid Metabolism
STS,Steroid Metabolism
SULT1A1,Steroid Metabolism
SULT1E1,Steroid Metabolism
SULT2A1,Steroid Metabolism
SULT2B1,Steroid Metabolism
UGT1A10,Steroid Metabolism
UGT1A8,Steroid Metabolism
UGT2B28,Steroid Metabolism
UGT2B4,Steroid Metabolism
UGT2B7,Steroid Metabolism
AKR1A1,Sugar Degradation
AKR1C4,Sugar Degradation
AKR1B1,Sugar Degradation
AMY1A,Sugar Degradation
AMY2A,Sugar Degradation
AMY2B,Sugar Degradation
ATHL1,Sugar Degradation
GBA3,Sugar Degradation
MGAM,Sugar Degradation
SI,Sugar Degradation
TREH,Sugar Degradation
GGT1,Taurine and hypotaurine metabolism
CDO1,Taurine and hypotaurine metabolism
CSAD,Taurine and hypotaurine metabolism
SLC6A6,Taurine and hypotaurine metabolism
SLC19A1,Thiamine Metabolism
SLC19A2,Thiamine Metabolism
SLC19A3,Thiamine Metabolism
THTPA,Thiamine Metabolism
TPK1,Thiamine Metabolism
SLC33A1,"Transport, Endoplasmic Reticular"
SLC35D1,"Transport, Endoplasmic Reticular"
SLC37A4,"Transport, Endoplasmic Reticular"
SLC3A2,"Transport, Extracellular"
ATP1A1,"Transport, Extracellular"
ATP1A2,"Transport, Extracellular"
ATP1A3,"Transport, Extracellular"
ATP1A4,"Transport, Extracellular"
ATP1B1,"Transport, Extracellular"
ATP1B2,"Transport, Extracellular"
ATP1B3,"Transport, Extracellular"
ATP1B4,"Transport, Extracellular"
ATP2B1,"Transport, Extracellular"
ATP2B2,"Transport, Extracellular"
ATP2B3,"Transport, Extracellular"
ATP2B4,"Transport, Extracellular"
ATP4A,"Transport, Extracellular"
ATP4B,"Transport, Extracellular"
RHAG,"Transport, Extracellular"
RHBG,"Transport, Extracellular"
SLC12A1,"Transport, Extracellular"
SLC12A2,"Transport, Extracellular"
SLC12A3,"Transport, Extracellular"
SLC12A4,"Transport, Extracellular"
SLC12A5,"Transport, Extracellular"
SLC12A6,"Transport, Extracellular"
SLC12A7,"Transport, Extracellular"
SLC13A1,"Transport, Extracellular"
SLC13A4,"Transport, Extracellular"
SLC15A2,"Transport, Extracellular"
SLC17A1,"Transport, Extracellular"
SLC17A2,"Transport, Extracellular"
SLC17A3,"Transport, Extracellular"
SLC17A4,"Transport, Extracellular"
SLC20A1,"Transport, Extracellular"
SLC20A2,"Transport, Extracellular"
SLC24A1,"Transport, Extracellular"
SLC24A2,"Transport, Extracellular"
SLC24A3,"Transport, Extracellular"
SLC24A4,"Transport, Extracellular"
SLC26A1,"Transport, Extracellular"
SLC26A11,"Transport, Extracellular"
SLC26A2,"Transport, Extracellular"
SLC26A3,"Transport, Extracellular"
SLC26A4,"Transport, Extracellular"
SLC26A6,"Transport, Extracellular"
SLC26A7,"Transport, Extracellular"
SLC26A8,"Transport, Extracellular"
SLC26A9,"Transport, Extracellular"
SLC34A1,"Transport, Extracellular"
SLC34A2,"Transport, Extracellular"
SLC34A3,"Transport, Extracellular"
SLC4A1,"Transport, Extracellular"
SLC4A10,"Transport, Extracellular"
SLC4A2,"Transport, Extracellular"
SLC4A3,"Transport, Extracellular"
SLC4A4,"Transport, Extracellular"
SLC4A5,"Transport, Extracellular"
SLC4A7,"Transport, Extracellular"
SLC4A8,"Transport, Extracellular"
SLC4A9,"Transport, Extracellular"
SLC5A5,"Transport, Extracellular"
SLC8A1,"Transport, Extracellular"
SLC8A2,"Transport, Extracellular"
SLC8A3,"Transport, Extracellular"
SLC9A1,"Transport, Extracellular"
SLC9A2,"Transport, Extracellular"
SLC9A3,"Transport, Extracellular"
SLC9A4,"Transport, Extracellular"
SLC9A5,"Transport, Extracellular"
SLC2A1,"Transport, Golgi Apparatus"
SLC35A1,"Transport, Golgi Apparatus"
SLC35A2,"Transport, Golgi Apparatus"
SLC35A3,"Transport, Golgi Apparatus"
SLC35B2,"Transport, Golgi Apparatus"
SLC35B4,"Transport, Golgi Apparatus"
SLC35C1,"Transport, Golgi Apparatus"
SLC35D2,"Transport, Golgi Apparatus"
SLC9A7,"Transport, Golgi Apparatus"
SLC9A8,"Transport, Golgi Apparatus"
ATP6V0A1,"Transport, Lysosomal"
ATP6V0A2,"Transport, Lysosomal"
ATP6V0A4,"Transport, Lysosomal"
ATP6V0B,"Transport, Lysosomal"
ATP6V0C,"Transport, Lysosomal"
ATP6V0D1,"Transport, Lysosomal"
ATP6V0D2,"Transport, Lysosomal"
ATP6V1A,"Transport, Lysosomal"
ATP6V1B1,"Transport, Lysosomal"
ATP6V1B2,"Transport, Lysosomal"
ATP6V1C1,"Transport, Lysosomal"
ATP6V1C2,"Transport, Lysosomal"
ATP6V1D,"Transport, Lysosomal"
ATP6V1E1,"Transport, Lysosomal"
ATP6V1E2,"Transport, Lysosomal"
ATP6V1F,"Transport, Lysosomal"
ATP6V1G1,"Transport, Lysosomal"
ATP6V1G2,"Transport, Lysosomal"
ATP6V1G3,"Transport, Lysosomal"
ATP6V1H,"Transport, Lysosomal"
SLC17A5,"Transport, Lysosomal"
SLC29A3,"Transport, Lysosomal"
SLC36A1,"Transport, Lysosomal"
TCIRG1,"Transport, Lysosomal"
AQP8,"Transport, Mitochondrial"
AQP9,"Transport, Mitochondrial"
MMAA,"Transport, Mitochondrial"
SLC25A14,"Transport, Mitochondrial"
SLC25A27,"Transport, Mitochondrial"
SLC25A3,"Transport, Mitochondrial"
AGPAT1,Triacylglycerol Synthesis
AGPAT2,Triacylglycerol Synthesis
AGPAT3,Triacylglycerol Synthesis
AGPAT4,Triacylglycerol Synthesis
AGPAT5,Triacylglycerol Synthesis
AGPAT6,Triacylglycerol Synthesis
DGAT1,Triacylglycerol Synthesis
DGAT2,Triacylglycerol Synthesis
GNPAT,Triacylglycerol Synthesis
GPAM,Triacylglycerol Synthesis
LIPC,Triacylglycerol Synthesis
LIPF,Triacylglycerol Synthesis
LIPG,Triacylglycerol Synthesis
LPL,Triacylglycerol Synthesis
MGLL,Triacylglycerol Synthesis
MOGAT1,Triacylglycerol Synthesis
MOGAT2,Triacylglycerol Synthesis
PLA2G3,Triacylglycerol Synthesis
PNLIP,Triacylglycerol Synthesis
PNLIPRP1,Triacylglycerol Synthesis
PNLIPRP2,Triacylglycerol Synthesis
PPAP2A,Triacylglycerol Synthesis
PPAP2B,Triacylglycerol Synthesis
PPAP2C,Triacylglycerol Synthesis
ALDH2,Tryptophan metabolism
AADAT,Tryptophan metabolism
ABP1,Tryptophan metabolism
ACMSD,Tryptophan metabolism
AOC2,Tryptophan metabolism
ASMT,Tryptophan metabolism
CCBL1,Tryptophan metabolism
DDC,Tryptophan metabolism
GCDH,Tryptophan metabolism
HAAO,Tryptophan metabolism
INMT,Tryptophan metabolism
KMO,Tryptophan metabolism
KYNU,Tryptophan metabolism
MAOA,Tryptophan metabolism
MAOB,Tryptophan metabolism
SLC16A10,Tryptophan metabolism
SLC18A1,Tryptophan metabolism
SLC18A2,Tryptophan metabolism
SLC22A1,Tryptophan metabolism
SLC22A2,Tryptophan metabolism
SLC22A3,Tryptophan metabolism
SLC25A21,Tryptophan metabolism
SLC6A14,Tryptophan metabolism
SLC7A5,Tryptophan metabolism
SLC7A8,Tryptophan metabolism
TDO2,Tryptophan metabolism
TPH1,Tryptophan metabolism
TPH2,Tryptophan metabolism
GOT2,Tryptophan metabolism
ADH4,Tyrosine metabolism
ALDH3A1,Tyrosine metabolism
ALDH3B1,Tyrosine metabolism
ALDH3B2,Tyrosine metabolism
ABP1,Tyrosine metabolism
AOC2,Tyrosine metabolism
AOC3,Tyrosine metabolism
COMT,Tyrosine metabolism
COMTD1,Tyrosine metabolism
DBH,Tyrosine metabolism
DCT,Tyrosine metabolism
DDC,Tyrosine metabolism
DUOX1,Tyrosine metabolism
DUOX2,Tyrosine metabolism
FAHD1,Tyrosine metabolism
FAH,Tyrosine metabolism
GOT1,Tyrosine metabolism
GOT2,Tyrosine metabolism
GSTZ1,Tyrosine metabolism
HGD,Tyrosine metabolism
HPD,Tyrosine metabolism
MAOA,Tyrosine metabolism
MAOB,Tyrosine metabolism
MOXD1,Tyrosine metabolism
PAH,Tyrosine metabolism
PNMT,Tyrosine metabolism
SLC16A10,Tyrosine metabolism
SLC16A2,Tyrosine metabolism
SLC18A1,Tyrosine metabolism
SLC18A2,Tyrosine metabolism
SLC22A1,Tyrosine metabolism
SLC22A2,Tyrosine metabolism
SLC22A3,Tyrosine metabolism
SLC6A14,Tyrosine metabolism
SLC6A2,Tyrosine metabolism
SLC6A3,Tyrosine metabolism
SLC6A4,Tyrosine metabolism
SLC7A5,Tyrosine metabolism
SLC7A8,Tyrosine metabolism
SLCO1A2,Tyrosine metabolism
SLCO1B1,Tyrosine metabolism
SLCO1B3,Tyrosine metabolism
SLCO1C1,Tyrosine metabolism
SLCO4A1,Tyrosine metabolism
SULT1A1,Tyrosine metabolism
SULT1A2,Tyrosine metabolism
SULT1A3,Tyrosine metabolism
TAT,Tyrosine metabolism
TH,Tyrosine metabolism
TPO,Tyrosine metabolism
TYR,Tyrosine metabolism
TYRP1,Tyrosine metabolism
HMGCR,Ubiquinone Biosynthesis
FDPS,Ubiquinone Biosynthesis
COQ2,Ubiquinone Biosynthesis
COQ3,Ubiquinone Biosynthesis
COQ6,Ubiquinone Biosynthesis
COQ7,Ubiquinone Biosynthesis
GATM,Urea Cycle
ABP1,Urea Cycle
ACY1,Urea Cycle
AQP9,Urea Cycle
CPS1,Urea Cycle
SLC14A1,Urea Cycle
SLC14A2,Urea Cycle
ARG1,Urea Cycle
ARG2,Urea Cycle
ASL,Urea Cycle
ASS1,Urea Cycle
NOS1,Urea Cycle
NOS3,Urea Cycle
OTC,Urea Cycle
HMGCL,"Valine, Leucine and Isoleucine Metabolism"
ALDH6A1,"Valine, Leucine and Isoleucine Metabolism"
ACAD8,"Valine, Leucine and Isoleucine Metabolism"
ACADM,"Valine, Leucine and Isoleucine Metabolism"
ACADSB,"Valine, Leucine and Isoleucine Metabolism"
ACAT1,"Valine, Leucine and Isoleucine Metabolism"
AUH,"Valine, Leucine and Isoleucine Metabolism"
BCAT1,"Valine, Leucine and Isoleucine Metabolism"
BCAT2,"Valine, Leucine and Isoleucine Metabolism"
BCKDHA,"Valine, Leucine and Isoleucine Metabolism"
BCKDHB,"Valine, Leucine and Isoleucine Metabolism"
DBT,"Valine, Leucine and Isoleucine Metabolism"
DLD,"Valine, Leucine and Isoleucine Metabolism"
HIBADH,"Valine, Leucine and Isoleucine Metabolism"
IVD,"Valine, Leucine and Isoleucine Metabolism"
MCCC1,"Valine, Leucine and Isoleucine Metabolism"
MCCC2,"Valine, Leucine and Isoleucine Metabolism"
MCEE,"Valine, Leucine and Isoleucine Metabolism"
MUT,"Valine, Leucine and Isoleucine Metabolism"
PCCA,"Valine, Leucine and Isoleucine Metabolism"
PCCB,"Valine, Leucine and Isoleucine Metabolism"
SLC16A1,"Valine, Leucine and Isoleucine Metabolism"
SLC16A7,"Valine, Leucine and Isoleucine Metabolism"
SLC16A8,"Valine, Leucine and Isoleucine Metabolism"
SLC1A5,"Valine, Leucine and Isoleucine Metabolism"
SLC5A8,"Valine, Leucine and Isoleucine Metabolism"
SLC38A1,"Valine, Leucine and Isoleucine Metabolism"
SLC38A2,"Valine, Leucine and Isoleucine Metabolism"
SLC38A4,"Valine, Leucine and Isoleucine Metabolism"
SLC43A1,"Valine, Leucine and Isoleucine Metabolism"
SLC43A2,"Valine, Leucine and Isoleucine Metabolism"
SLC6A14,"Valine, Leucine and Isoleucine Metabolism"
SLC7A2,"Valine, Leucine and Isoleucine Metabolism"
SLC7A3,"Valine, Leucine and Isoleucine Metabolism"
SLC7A5,"Valine, Leucine and Isoleucine Metabolism"
SLC7A6,"Valine, Leucine and Isoleucine Metabolism"
SLC7A7,"Valine, Leucine and Isoleucine Metabolism"
SLC7A8,"Valine, Leucine and Isoleucine Metabolism"
ALDH2,"Valine, Leucine and Isoleucine Metabolism"
MMAA,Vitamin B12 Metabolism
PDXK,Vitamin B6 Metabolism
PDXP,Vitamin B6 Metabolism
PNPO,Vitamin B6 Metabolism
CYP24A1,Vitamin D
CYP27A1,Vitamin D
ADH1A,Xenobiotics Metabolism
ADH1B,Xenobiotics Metabolism
ADH1C,Xenobiotics Metabolism
ADH7,Xenobiotics Metabolism
AKR1B1,Xenobiotics Metabolism
AKR1A1,Xenobiotics Metabolism
AKR1C4,Xenobiotics Metabolism
ALDH1A1,Xenobiotics Metabolism
ALDH1B1,Xenobiotics Metabolism
ALDH2,Xenobiotics Metabolism
ALDH3A1,Xenobiotics Metabolism
ALDH3B1,Xenobiotics Metabolism
ALDH3B2,Xenobiotics Metabolism
AOX1,Xenobiotics Metabolism
ZADH2,Xenobiotics Metabolism
SULT1A1,Xenobiotics Metabolism
SULT1A2,Xenobiotics Metabolism
SULT1A3,Xenobiotics Metabolism
AADAC,Xenobiotics Metabolism
AKR7A2,Xenobiotics Metabolism
CES2,Xenobiotics Metabolism
CYP2E1,Xenobiotics Metabolism
MAOA,Xenobiotics Metabolism
MAOB,Xenobiotics Metabolism
CYP51A1,Xenobiotics Metabolism
CBR1,Xenobiotics Metabolism
PAPSS1,Xenobiotics Metabolism
PAPSS2,Xenobiotics Metabolism
UGT1A10,Xenobiotics Metabolism
UGT1A8,Xenobiotics Metabolism
